,index,Event ID,Date,Short Name,Name,Date Time,Red Fighter Name,Blue Fighter Name,American Odd that Red Fighter Will Win,American Odd that Blue Fighter Will Win,Location,Country,Winner of the Fight,Title Bout?,Weight Class,Number of Rounds in Fight,Blue Significant Strikes Landed/min,Blue Significant Striking Accuracy,Blue Average Submissions Attempted/15min,Blue Average Takedowns Landed/15min,Blue Takedown Accuracy,Red Significant Strikes Landed/min,Red Significant Striking Accuracy,Red Average Submissions Attempted/15min,Red Average Takedowns Landed/15min,Red Takedown Accuracy
85,87,127,2020-05-13,UFC Fight Night,UFC Fight Night: Smith vs. Teixeira,2020-05-13T18:00:00,Alexander Hernandez,Drew Dober,100.0,-120.0,"Jacksonville, Florida, USA",USA,Blue,False,Lightweight,3.0,4.51,0.4,0.1,0.95,0.17,3.07,0.41,0.0,1.52,0.3
86,88,127,2020-05-13,UFC Fight Night,UFC Fight Night: Smith vs. Teixeira,2020-05-13T18:00:00,Ricky Simon,Ray Borg,-170.0,150.0,"Jacksonville, Florida, USA",USA,Red,False,Bantamweight,3.0,1.36,0.52,1.1,4.26,0.51,2.96,0.4,0.2,6.53,0.49
87,89,127,2020-05-13,UFC Fight Night,UFC Fight Night: Smith vs. Teixeira,2020-05-13T18:00:00,Andrei Arlovski,Philipe Lins,130.0,-150.0,"Jacksonville, Florida, USA",USA,Red,False,Heavyweight,3.0,0.0,0.0,0.0,0.0,0.0,3.55,0.44,0.3,0.52,0.36
88,90,127,2020-05-13,UFC Fight Night,UFC Fight Night: Smith vs. Teixeira,2020-05-13T18:00:00,Michael Johnson,Thiago Moises,-110.0,-110.0,"Jacksonville, Florida, USA",USA,Blue,False,Lightweight,3.0,2.96,0.45,1.5,1.22,0.36,4.22,0.37,0.1,0.52,0.45
89,91,127,2020-05-13,UFC Fight Night,UFC Fight Night: Smith vs. Teixeira,2020-05-13T18:00:00,Sijara Eubanks,Sarah Moras,-370.0,310.0,"Jacksonville, Florida, USA",USA,Red,False,Women's Bantamweight,3.0,2.04,0.41,1.1,0.91,0.23,4.77,0.39,0.0,2.0,0.44
90,92,127,2020-05-13,UFC Fight Night,UFC Fight Night: Smith vs. Teixeira,2020-05-13T18:00:00,Gabriel Benitez,Omar Morales,160.0,-185.0,"Jacksonville, Florida, USA",USA,Blue,False,Lightweight,3.0,3.6,0.49,0.0,0.71,1.0,4.32,0.41,1.5,0.21,1.0
91,93,127,2020-05-13,UFC Fight Night,UFC Fight Night: Smith vs. Teixeira,2020-05-13T18:00:00,Hunter Azure,Brian Kelleher,-200.0,170.0,"Jacksonville, Florida, USA",USA,Blue,False,Featherweight,3.0,4.87,0.45,0.9,1.47,0.29,4.0,0.5,2.5,2.0,0.33
92,94,127,2020-05-13,UFC Fight Night,UFC Fight Night: Smith vs. Teixeira,2020-05-13T18:00:00,Chase Sherman,Ike Villanueva,-160.0,140.0,"Jacksonville, Florida, USA",USA,Red,False,Heavyweight,3.0,0.0,0.0,0.0,0.0,0.0,5.81,0.43,0.0,0.0,0.0
93,95,120,2020-05-16,UFC Fight Night,UFC Fight Night: Overeem vs. Harris,2020-05-16T18:00:00,Alistair Overeem,Walt Harris,135.0,-155.0,"Jacksonville, Florida, USA",USA,Red,False,Heavyweight,5.0,2.97,0.39,0.2,0.32,0.33,3.66,0.63,0.9,1.4,0.54
94,96,120,2020-05-16,UFC Fight Night,UFC Fight Night: Overeem vs. Harris,2020-05-16T18:00:00,Claudia Gadelha,Angela Hill,-255.0,215.0,"Jacksonville, Florida, USA",USA,Red,False,Women's Strawweight,3.0,5.76,0.49,0.2,0.47,0.37,3.4,0.41,0.7,3.13,0.45
95,97,120,2020-05-16,UFC Fight Night,UFC Fight Night: Overeem vs. Harris,2020-05-16T18:00:00,Dan Ige,Edson Barboza,112.0,-132.0,"Jacksonville, Florida, USA",USA,Red,False,Featherweight,3.0,4.08,0.43,0.1,0.46,0.44,4.12,0.48,0.7,2.15,0.34
96,98,120,2020-05-16,UFC Fight Night,UFC Fight Night: Overeem vs. Harris,2020-05-16T18:00:00,Krzysztof Jotko,Eryk Anders,-105.0,-105.0,"Jacksonville, Florida, USA",USA,Red,False,Middleweight,3.0,3.02,0.45,0.1,1.34,0.34,2.98,0.45,0.1,1.27,0.35
97,99,120,2020-05-16,UFC Fight Night,UFC Fight Night: Overeem vs. Harris,2020-05-16T18:00:00,Song Yadong,Marlon Vera,-200.0,170.0,"Jacksonville, Florida, USA",USA,Red,False,Featherweight,3.0,3.7,0.48,1.3,0.88,0.42,4.32,0.42,0.5,0.73,0.75
98,100,120,2020-05-16,UFC Fight Night,UFC Fight Night: Overeem vs. Harris,2020-05-16T18:00:00,Miguel Baeza,Matt Brown,-155.0,-155.0,"Jacksonville, Florida, USA",USA,Red,False,Welterweight,3.0,3.81,0.54,1.5,1.6,0.47,4.78,0.56,1.1,0.54,0.33
99,101,120,2020-05-16,UFC Fight Night,UFC Fight Night: Overeem vs. Harris,2020-05-16T18:00:00,Kevin Holland,Anthony Hernandez,-110.0,-110.0,"Jacksonville, Florida, USA",USA,Red,False,Middleweight,3.0,5.03,0.53,0.9,5.27,0.66,4.29,0.55,1.1,1.26,0.43
100,102,120,2020-05-16,UFC Fight Night,UFC Fight Night: Overeem vs. Harris,2020-05-16T18:00:00,Giga Chikadze,Irwin Rivera,-420.0,335.0,"Jacksonville, Florida, USA",USA,Red,False,Featherweight,3.0,2.27,0.36,0.0,0.0,0.0,3.31,0.44,0.0,0.51,0.5
101,103,120,2020-05-16,UFC Fight Night,UFC Fight Night: Overeem vs. Harris,2020-05-16T18:00:00,Nate Landwehr,Darren Elkins,100.0,-120.0,"Jacksonville, Florida, USA",USA,Red,False,Featherweight,3.0,3.54,0.37,1.2,2.43,0.33,6.89,0.5,0.0,0.0,0.0
102,104,120,2020-05-16,UFC Fight Night,UFC Fight Night: Overeem vs. Harris,2020-05-16T18:00:00,Cortney Casey,Mara Romero Borella,-185.0,160.0,"Jacksonville, Florida, USA",USA,Red,False,Women's Flyweight,3.0,2.54,0.37,0.2,1.66,0.43,4.72,0.38,0.7,0.34,0.3
103,105,120,2020-05-16,UFC Fight Night,UFC Fight Night: Overeem vs. Harris,2020-05-16T18:00:00,Rodrigo Nascimento,Don'Tale Mayes,-115.0,-105.0,"Jacksonville, Florida, USA",USA,Red,False,Heavyweight,3.0,4.19,0.45,0.0,0.0,0.0,4.44,0.56,2.9,2.9,1.0
104,106,128,2020-05-30,UFC Fight Night,UFC Fight Night: Woodley vs. Burns,2020-05-30T18:00:00,Tyron Woodley,Gilbert Burns,-170.0,150.0,"Las Vegas, Nevada, USA",USA,Blue,False,Welterweight,5.0,3.13,0.44,0.7,2.39,0.38,2.5,0.49,0.5,1.21,0.41
105,107,128,2020-05-30,UFC Fight Night,UFC Fight Night: Woodley vs. Burns,2020-05-30T18:00:00,Blagoy Ivanov,Augusto Sakai,-105.0,-115.0,"Las Vegas, Nevada, USA",USA,Blue,False,Heavyweight,3.0,5.51,0.46,0.0,0.24,0.5,3.09,0.38,0.2,1.07,0.62
106,108,128,2020-05-30,UFC Fight Night,UFC Fight Night: Woodley vs. Burns,2020-05-30T18:00:00,Billy Quarantillo,Spike Carlyle,-130.0,110.0,"Las Vegas, Nevada, USA",USA,Red,False,Catch Weight,3.0,14.12,0.68,0.0,0.0,0.0,10.77,0.81,4.0,0.8,0.25
107,109,128,2020-05-30,UFC Fight Night,UFC Fight Night: Woodley vs. Burns,2020-05-30T18:00:00,Roosevelt Roberts,Brok Weaver,-360.0,300.0,"Las Vegas, Nevada, USA",USA,Red,False,Lightweight,3.0,5.57,0.73,0.8,0.0,0.0,2.87,0.46,0.5,1.84,0.63
108,110,128,2020-05-30,UFC Fight Night,UFC Fight Night: Woodley vs. Burns,2020-05-30T18:00:00,Mackenzie Dern,Hannah Cifers,-420.0,335.0,"Las Vegas, Nevada, USA",USA,Red,False,Women's Strawweight,3.0,4.82,0.45,0.3,0.32,1.0,3.24,0.32,0.9,0.46,0.08
109,111,128,2020-05-30,UFC Fight Night,UFC Fight Night: Woodley vs. Burns,2020-05-30T18:00:00,Katlyn Chookagian,Antonina Shevchenko,110.0,-130.0,"Las Vegas, Nevada, USA",USA,Red,False,Women's Flyweight,3.0,4.9,0.57,1.0,0.67,1.0,4.11,0.32,0.1,0.0,0.0
110,112,128,2020-05-30,UFC Fight Night,UFC Fight Night: Woodley vs. Burns,2020-05-30T18:00:00,Daniel Rodriguez,Gabe Green,-335.0,275.0,"Las Vegas, Nevada, USA",USA,Red,False,Welterweight,3.0,0.0,0.0,0.0,0.0,0.0,6.65,0.45,0.6,2.54,0.8
111,113,128,2020-05-30,UFC Fight Night,UFC Fight Night: Woodley vs. Burns,2020-05-30T18:00:00,Jamahal Hill,Klidson Abreu,-117.0,-103.0,"Las Vegas, Nevada, USA",USA,Red,False,Light Heavyweight,3.0,2.02,0.39,0.0,0.67,0.2,7.92,0.52,0.0,0.0,0.0
112,114,128,2020-05-30,UFC Fight Night,UFC Fight Night: Woodley vs. Burns,2020-05-30T18:00:00,Tim Elliott,Brandon Royval,-162.0,142.0,"Las Vegas, Nevada, USA",USA,Blue,False,Flyweight,3.0,0.0,0.0,0.0,0.0,0.0,3.49,0.46,1.2,4.14,0.57
113,115,128,2020-05-30,UFC Fight Night,UFC Fight Night: Woodley vs. Burns,2020-05-30T18:00:00,Louis Smolka,Casey Kenney,230.0,-270.0,"Las Vegas, Nevada, USA",USA,Blue,False,Bantamweight,3.0,3.39,0.4,0.6,1.4,0.5,4.22,0.46,2.1,1.65,0.34
114,116,128,2020-05-30,UFC Fight Night,UFC Fight Night: Woodley vs. Burns,2020-05-30T18:00:00,Chris Gutierrez,Vince Morales,-110.0,-110.0,"Las Vegas, Nevada, USA",USA,Red,False,Featherweight,3.0,4.84,0.39,0.0,0.0,0.0,3.65,0.55,0.0,0.38,0.33
115,117,119,2020-06-06,UFC 250,UFC 250: Nunes vs. Spencer,2020-06-06T18:00:00,Amanda Nunes,Felicia Spencer,-600.0,450.0,"Las Vegas, Nevada, USA",USA,Red,True,Women's Featherweight,5.0,4.54,0.55,0.7,1.36,0.16,4.34,0.49,0.7,2.33,0.47
116,118,119,2020-06-06,UFC 250,UFC 250: Nunes vs. Spencer,2020-06-06T18:00:00,Raphael Assuncao,Cody Garbrandt,120.0,-140.0,"Las Vegas, Nevada, USA",USA,Blue,False,Bantamweight,3.0,3.53,0.37,0.0,0.94,0.33,3.32,0.41,0.3,1.54,0.38
117,119,119,2020-06-06,UFC 250,UFC 250: Nunes vs. Spencer,2020-06-06T18:00:00,Aljamain Sterling,Cory Sandhagen,-115.0,-105.0,"Las Vegas, Nevada, USA",USA,Red,False,Bantamweight,3.0,7.14,0.48,0.6,1.24,0.5,4.85,0.5,0.8,1.91,0.29
118,120,119,2020-06-06,UFC 250,UFC 250: Nunes vs. Spencer,2020-06-06T18:00:00,Neil Magny,Anthony Rocco Martin,-135.0,115.0,"Las Vegas, Nevada, USA",USA,Red,False,Welterweight,3.0,2.7,0.36,1.1,0.68,0.25,3.93,0.46,0.3,2.7,0.47
119,121,119,2020-06-06,UFC 250,UFC 250: Nunes vs. Spencer,2020-06-06T18:00:00,Eddie Wineland,Sean O'Malley,400.0,-500.0,"Las Vegas, Nevada, USA",USA,Blue,False,Bantamweight,3.0,6.87,0.57,1.2,1.24,0.5,3.41,0.29,0.1,0.28,0.28
120,122,119,2020-06-06,UFC 250,UFC 250: Nunes vs. Spencer,2020-06-06T18:00:00,Alex Caceres,Chase Hooper,168.0,-195.0,"Las Vegas, Nevada, USA",USA,Red,False,Featherweight,3.0,5.16,0.63,3.8,0.77,0.16,3.98,0.48,0.8,0.53,0.75
121,123,119,2020-06-06,UFC 250,UFC 250: Nunes vs. Spencer,2020-06-06T18:00:00,Ian Heinisch,Gerald Meerschaert,-130.0,110.0,"Las Vegas, Nevada, USA",USA,Red,False,Middleweight,3.0,3.32,0.43,1.7,2.37,0.43,3.38,0.5,0.5,1.18,0.19
122,124,119,2020-06-06,UFC 250,UFC 250: Nunes vs. Spencer,2020-06-06T18:00:00,Cody Stamann,Brian Kelleher,-250.0,210.0,"Las Vegas, Nevada, USA",USA,Red,False,Featherweight,3.0,4.65,0.43,0.8,1.26,0.23,4.25,0.49,0.0,3.58,0.48
123,125,119,2020-06-06,UFC 250,UFC 250: Nunes vs. Spencer,2020-06-06T18:00:00,Charles Byrd,Maki Pitolo,-175.0,155.0,"Las Vegas, Nevada, USA",USA,Blue,False,Middleweight,3.0,5.42,0.45,0.9,0.0,0.0,3.86,0.57,1.9,2.52,0.5
124,126,119,2020-06-06,UFC 250,UFC 250: Nunes vs. Spencer,2020-06-06T18:00:00,Jussier Formiga,Alex Perez,115.0,-135.0,"Las Vegas, Nevada, USA",USA,Blue,False,Flyweight,3.0,4.48,0.47,1.5,3.27,0.5,1.35,0.39,0.6,1.87,0.35
125,127,119,2020-06-06,UFC 250,UFC 250: Nunes vs. Spencer,2020-06-06T18:00:00,Alonzo Menifield,Devin Clark,-225.0,185.0,"Las Vegas, Nevada, USA",USA,Blue,False,Light Heavyweight,3.0,3.12,0.55,0.1,3.03,0.42,5.07,0.48,0.0,0.0,0.0
126,128,119,2020-06-06,UFC 250,UFC 250: Nunes vs. Spencer,2020-06-06T18:00:00,Evan Dunham,Herbert Burns,185.0,-225.0,"Las Vegas, Nevada, USA",USA,Blue,False,Catch Weight,3.0,2.31,0.42,5.8,2.88,1.0,5.35,0.39,1.0,1.83,0.33
127,129,129,2020-06-13,UFC Fight Night,UFC Fight Night: Eye vs. Calvillo,2020-06-13T19:00:00,Jessica Eye,Cynthia Calvillo,120.0,-130.0,"Las Vegas, Nevada, USA",USA,Blue,False,Women's Flyweight,5.0,4.12,0.43,1.6,1.83,0.43,3.79,0.38,0.7,0.46,0.45
128,130,129,2020-06-13,UFC Fight Night,UFC Fight Night: Eye vs. Calvillo,2020-06-13T19:00:00,Karl Roberson,Marvin Vettori,210.0,-230.0,"Las Vegas, Nevada, USA",USA,Blue,False,Middleweight,3.0,4.05,0.41,0.6,1.43,0.45,3.16,0.52,0.8,1.07,0.57
129,131,129,2020-06-13,UFC Fight Night,UFC Fight Night: Eye vs. Calvillo,2020-06-13T19:00:00,Charles Rosa,Kevin Aguilar,170.0,-185.0,"Las Vegas, Nevada, USA",USA,Red,False,Lightweight,3.0,3.73,0.36,0.0,0.24,0.5,3.21,0.36,1.0,2.35,0.34
130,132,129,2020-06-13,UFC Fight Night,UFC Fight Night: Eye vs. Calvillo,2020-06-13T19:00:00,Andre Fili,Charles Jourdain,-220.0,200.0,"Las Vegas, Nevada, USA",USA,Red,False,Featherweight,3.0,4.85,0.43,0.0,0.0,0.0,4.0,0.37,0.2,2.49,0.45
131,133,129,2020-06-13,UFC Fight Night,UFC Fight Night: Eye vs. Calvillo,2020-06-13T19:00:00,Jordan Espinosa,Mark De La Rosa,-167.0,157.0,"Las Vegas, Nevada, USA",USA,Red,False,Bantamweight,3.0,3.28,0.36,0.2,0.66,0.15,4.25,0.55,0.4,0.85,0.2
132,134,129,2020-06-13,UFC Fight Night,UFC Fight Night: Eye vs. Calvillo,2020-06-13T19:00:00,Mariya Agapova,Hannah Cifers,-335.0,305.0,"Las Vegas, Nevada, USA",USA,Red,False,Women's Flyweight,3.0,4.71,0.44,0.3,0.31,1.0,2.6,0.48,0.0,0.0,0.0
133,135,129,2020-06-13,UFC Fight Night,UFC Fight Night: Eye vs. Calvillo,2020-06-13T19:00:00,Merab Dvalishvili,Gustavo Lopez,-800.0,635.0,"Las Vegas, Nevada, USA",USA,Red,False,Catch Weight,3.0,0.0,0.0,0.0,0.0,0.0,3.84,0.37,0.0,7.8,0.45
134,136,129,2020-06-13,UFC Fight Night,UFC Fight Night: Eye vs. Calvillo,2020-06-13T19:00:00,Julia Avila,Gina Mazany,-575.0,485.0,"Las Vegas, Nevada, USA",USA,Red,False,Women's Bantamweight,3.0,2.72,0.49,0.0,3.18,0.77,3.27,0.4,0.0,0.0,0.0
135,137,129,2020-06-13,UFC Fight Night,UFC Fight Night: Eye vs. Calvillo,2020-06-13T19:00:00,Tyson Nam,Zarrukh Adashev,-135.0,125.0,"Las Vegas, Nevada, USA",USA,Red,False,Bantamweight,3.0,0.0,0.0,0.0,0.0,0.0,3.0,0.27,0.0,0.0,0.0
136,138,129,2020-06-13,UFC Fight Night,UFC Fight Night: Eye vs. Calvillo,2020-06-13T19:00:00,Anthony Ivy,Christian Aguilera,-185.0,170.0,"Las Vegas, Nevada, USA",USA,Blue,False,Welterweight,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
137,139,130,2020-06-20,UFC Fight Night,UFC Fight Night: Blaydes vs. Volkov,2020-06-20T17:00:00,Curtis Blaydes,Alexander Volkov,-400.0,325.0,"Las Vegas, Nevada, USA",USA,Red,False,Heavyweight,5.0,5.36,0.6,0.2,0.75,0.75,3.74,0.51,0.0,6.63,0.55
138,140,130,2020-06-20,UFC Fight Night,UFC Fight Night: Blaydes vs. Volkov,2020-06-20T17:00:00,Josh Emmett,Shane Burgos,120.0,-140.0,"Las Vegas, Nevada, USA",USA,Red,False,Featherweight,3.0,7.09,0.5,0.2,0.36,1.0,3.63,0.36,0.2,1.5,0.45
139,141,130,2020-06-20,UFC Fight Night,UFC Fight Night: Blaydes vs. Volkov,2020-06-20T17:00:00,Raquel Pennington,Marion Reneau,-160.0,140.0,"Las Vegas, Nevada, USA",USA,Red,False,Women's Bantamweight,3.0,3.46,0.41,1.1,0.35,1.0,3.32,0.46,0.8,1.13,0.27
140,142,130,2020-06-20,UFC Fight Night,UFC Fight Night: Blaydes vs. Volkov,2020-06-20T17:00:00,Belal Muhammad,Lyman Good,-130.0,110.0,"Las Vegas, Nevada, USA",USA,Red,False,Welterweight,3.0,5.32,0.49,0.0,0.38,1.0,4.37,0.41,0.2,2.15,0.31
141,143,130,2020-06-20,UFC Fight Night,UFC Fight Night: Blaydes vs. Volkov,2020-06-20T17:00:00,Jim Miller,Roosevelt Roberts,200.0,-240.0,"Las Vegas, Nevada, USA",USA,Red,False,Catch Weight,3.0,3.12,0.49,1.1,1.83,0.57,2.83,0.4,1.9,1.69,0.41
142,144,130,2020-06-20,UFC Fight Night,UFC Fight Night: Blaydes vs. Volkov,2020-06-20T17:00:00,Clay Guida,Bobby Green,195.0,-235.0,"Las Vegas, Nevada, USA",USA,Blue,False,Lightweight,3.0,4.95,0.49,0.3,1.12,0.29,2.45,0.33,0.7,3.39,0.38
143,145,130,2020-06-20,UFC Fight Night,UFC Fight Night: Blaydes vs. Volkov,2020-06-20T17:00:00,Tecia Torres,Brianna Van Buren,175.0,-210.0,"Las Vegas, Nevada, USA",USA,Red,False,Women's Strawweight,3.0,4.8,0.38,0.0,3.0,0.75,4.04,0.47,0.1,0.67,0.14
144,146,130,2020-06-20,UFC Fight Night,UFC Fight Night: Blaydes vs. Volkov,2020-06-20T17:00:00,Marc-Andre Barriault,Oskar Piechota,100.0,-120.0,"Las Vegas, Nevada, USA",USA,Red,False,Middleweight,3.0,3.19,0.55,1.9,0.76,0.5,3.53,0.43,0.0,0.33,0.16
145,147,130,2020-06-20,UFC Fight Night,UFC Fight Night: Blaydes vs. Volkov,2020-06-20T17:00:00,Cortney Casey,Gillian Robertson,100.0,-120.0,"Las Vegas, Nevada, USA",USA,Blue,False,Women's Flyweight,3.0,2.18,0.5,1.3,3.44,0.47,4.72,0.38,0.7,0.34,0.3
146,148,130,2020-06-20,UFC Fight Night,UFC Fight Night: Blaydes vs. Volkov,2020-06-20T17:00:00,Frank Camacho,Justin Jaynes,-340.0,280.0,"Las Vegas, Nevada, USA",USA,Blue,False,Lightweight,3.0,0.0,0.0,0.0,0.0,0.0,6.68,0.46,0.0,1.18,0.45
147,149,130,2020-06-20,UFC Fight Night,UFC Fight Night: Blaydes vs. Volkov,2020-06-20T17:00:00,Roxanne Modafferi,Lauren Murphy,-125.0,105.0,"Las Vegas, Nevada, USA",USA,Blue,False,Women's Flyweight,3.0,3.76,0.38,0.0,1.03,0.32,3.06,0.31,0.1,1.45,0.21
148,150,130,2020-06-20,UFC Fight Night,UFC Fight Night: Blaydes vs. Volkov,2020-06-20T17:00:00,Austin Hubbard,Max Rohskopf,160.0,-185.0,"Las Vegas, Nevada, USA",USA,Red,False,Lightweight,3.0,0.0,0.0,0.0,0.0,0.0,3.02,0.44,0.0,1.0,0.6
149,151,131,2020-06-27,UFC Fight Night,UFC Fight Night: Poirier vs. Hooker,2020-06-27T18:00:00,Dustin Poirier,Dan Hooker,-225.0,180.0,"Las Vegas, Nevada, USA",USA,Red,False,Lightweight,5.0,4.76,0.45,0.3,0.43,0.28,5.51,0.49,1.2,1.55,0.37
150,152,131,2020-06-27,UFC Fight Night,UFC Fight Night: Poirier vs. Hooker,2020-06-27T18:00:00,Mike Perry,Mickey Gall,-315.0,235.0,"Las Vegas, Nevada, USA",USA,Red,False,Welterweight,3.0,2.22,0.43,2.7,1.5,0.38,4.27,0.47,0.0,0.61,0.41
151,153,131,2020-06-27,UFC Fight Night,UFC Fight Night: Poirier vs. Hooker,2020-06-27T18:00:00,Brendan Allen,Kyle Daukaus,-305.0,235.0,"Las Vegas, Nevada, USA",USA,Red,False,Middleweight,3.0,4.53,0.67,4.0,2.0,0.4,2.62,0.59,4.5,2.68,0.37
152,154,131,2020-06-27,UFC Fight Night,UFC Fight Night: Poirier vs. Hooker,2020-06-27T18:00:00,Gian Villante,Maurice Greene,180.0,-230.0,"Las Vegas, Nevada, USA",USA,Blue,False,Heavyweight,3.0,4.19,0.44,0.5,0.0,0.0,4.26,0.42,0.0,0.53,0.23
153,155,131,2020-06-27,UFC Fight Night,UFC Fight Night: Poirier vs. Hooker,2020-06-27T18:00:00,Luis Pena,Khama Worthy,-250.0,195.0,"Las Vegas, Nevada, USA",USA,Blue,False,Lightweight,3.0,4.94,0.41,0.0,0.0,0.0,3.32,0.46,1.0,1.0,0.29
154,156,131,2020-06-27,UFC Fight Night,UFC Fight Night: Poirier vs. Hooker,2020-06-27T18:00:00,Mara Romero Borella,Miranda Maverick,230.0,-305.0,"Las Vegas, Nevada, USA",USA,Red,False,Women's Flyweight,3.0,0.0,0.0,0.0,0.0,0.0,2.54,0.37,0.2,1.66,0.43
155,157,131,2020-06-27,UFC Fight Night,UFC Fight Night: Poirier vs. Hooker,2020-06-27T18:00:00,Philipe Lins,Tanner Boser,-112.0,-112.0,"Las Vegas, Nevada, USA",USA,Blue,False,Heavyweight,3.0,4.17,0.49,0.0,0.0,0.0,2.73,0.41,0.0,0.0,0.0
156,158,131,2020-06-27,UFC Fight Night,UFC Fight Night: Poirier vs. Hooker,2020-06-27T18:00:00,Sean Woodson,Julian Erosa,-455.0,325.0,"Las Vegas, Nevada, USA",USA,Blue,False,Catch Weight,3.0,4.18,0.45,0.8,0.83,0.6,5.27,0.43,0.0,0.0,0.0
157,159,131,2020-06-27,UFC Fight Night,UFC Fight Night: Poirier vs. Hooker,2020-06-27T18:00:00,Takashi Sato,Jason Witt,-278.0,215.0,"Las Vegas, Nevada, USA",USA,Red,False,Welterweight,3.0,0.0,0.0,0.0,0.0,0.0,3.13,0.36,0.0,0.82,0.5
158,160,131,2020-06-27,UFC Fight Night,UFC Fight Night: Poirier vs. Hooker,2020-06-27T18:00:00,Kay Hansen,Jinh Yu Frey,-175.0,138.0,"Las Vegas, Nevada, USA",USA,Red,False,Women's Strawweight,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
159,161,131,2020-06-27,UFC Fight Night,UFC Fight Night: Poirier vs. Hooker,2020-06-27T18:00:00,Jordan Griffin,Youssef Zalal,-106.0,-114.0,"Las Vegas, Nevada, USA",USA,Blue,False,Featherweight,3.0,2.07,0.56,2.0,6.0,0.5,2.87,0.48,2.5,0.35,0.2
160,162,121,2020-07-11,UFC 251,UFC 251: Usman vs. Masvidal,2020-07-11T18:00:00,Kamaru Usman,Jorge Masvidal,-240.0,190.0,"Abu Dhabi, Abu Dhabi, United Arab Emirates",United Arab Emirates,Red,True,Welterweight,5.0,4.33,0.47,0.4,1.7,0.59,4.6,0.52,0.2,3.44,0.5
161,163,121,2020-07-11,UFC 251,UFC 251: Usman vs. Masvidal,2020-07-11T18:00:00,Alexander Volkanovski,Max Holloway,-210.0,170.0,"Abu Dhabi, Abu Dhabi, United Arab Emirates",United Arab Emirates,Red,True,Featherweight,3.0,6.66,0.44,0.4,0.24,0.83,6.15,0.57,0.4,2.16,0.34
162,164,121,2020-07-11,UFC 251,UFC 251: Usman vs. Masvidal,2020-07-11T18:00:00,Petr Yan,Jose Aldo,-215.0,175.0,"Abu Dhabi, Abu Dhabi, United Arab Emirates",United Arab Emirates,Red,True,Bantamweight,3.0,3.47,0.44,0.1,0.64,0.65,5.65,0.46,0.2,1.73,0.53
163,165,121,2020-07-11,UFC 251,UFC 251: Usman vs. Masvidal,2020-07-11T18:00:00,Jessica Andrade,Rose Namajunas,175.0,-215.0,"Abu Dhabi, Abu Dhabi, United Arab Emirates",United Arab Emirates,Blue,False,Women's Strawweight,3.0,3.95,0.42,0.9,2.17,0.55,6.55,0.51,0.5,3.21,0.58
164,166,121,2020-07-11,UFC 251,UFC 251: Usman vs. Masvidal,2020-07-11T18:00:00,Amanda Ribas,Paige VanZant,-770.0,500.0,"Abu Dhabi, Abu Dhabi, United Arab Emirates",United Arab Emirates,Red,False,Women's Flyweight,3.0,3.4,0.52,1.0,1.31,0.33,4.84,0.44,1.6,2.02,0.5
165,167,121,2020-07-11,UFC 251,UFC 251: Usman vs. Masvidal,2020-07-11T18:00:00,Volkan Oezdemir,Jiri Prochazka,-159.0,129.0,"Abu Dhabi, Abu Dhabi, United Arab Emirates",United Arab Emirates,Blue,False,Light Heavyweight,3.0,0.0,0.0,0.0,0.0,0.0,4.88,0.45,0.0,0.39,0.22
166,168,121,2020-07-11,UFC 251,UFC 251: Usman vs. Masvidal,2020-07-11T18:00:00,Elizeu Zaleski dos Santos,Muslim Salikhov,108.0,-134.0,"Abu Dhabi, Abu Dhabi, United Arab Emirates",United Arab Emirates,Blue,False,Welterweight,3.0,2.92,0.46,0.0,1.22,0.42,4.17,0.39,0.5,0.65,0.2
167,169,121,2020-07-11,UFC 251,UFC 251: Usman vs. Masvidal,2020-07-11T18:00:00,Makwan Amirkhani,Danny Henry,-215.0,170.0,"Abu Dhabi, Abu Dhabi, United Arab Emirates",United Arab Emirates,Red,False,Featherweight,3.0,5.85,0.53,2.7,0.89,0.33,1.6,0.47,1.5,3.39,0.34
168,170,121,2020-07-11,UFC 251,UFC 251: Usman vs. Masvidal,2020-07-11T18:00:00,Leonardo Santos,Roman Bogatov,-177.0,145.0,"Abu Dhabi, Abu Dhabi, United Arab Emirates",United Arab Emirates,Red,False,Lightweight,3.0,0.0,0.0,0.0,0.0,0.0,2.4,0.41,0.4,1.1,0.25
169,171,121,2020-07-11,UFC 251,UFC 251: Usman vs. Masvidal,2020-07-11T18:00:00,Marcin Tybura,Maxim Grishin,-112.0,-112.0,"Abu Dhabi, Abu Dhabi, United Arab Emirates",United Arab Emirates,Red,False,Heavyweight,3.0,0.0,0.0,0.0,0.0,0.0,3.52,0.5,0.1,1.54,0.5
170,172,121,2020-07-11,UFC 251,UFC 251: Usman vs. Masvidal,2020-07-11T18:00:00,Raulian Paiva,Zhalgas Zhamagulov,-180.0,142.0,"Abu Dhabi, Abu Dhabi, United Arab Emirates",United Arab Emirates,Red,False,Flyweight,3.0,0.0,0.0,0.0,0.0,0.0,4.81,0.43,0.3,0.35,0.2
